0 , 89, 1.0, 90
100 , 127, 0.9950123548119847, 128
200 , 86, 0.9900495862284902, 87
300 , 85, 0.9851115701738412, 86
400 , 50, 0.9801981831912049, 51
500 , 155, 0.9753093024395098, 156
600 , 84, 0.9704448056903707, 85
700 , 42, 0.9656045713250346, 43
800 , 40, 0.9607884783313398, 41
900 , 75, 0.9559964063006904, 76
1000 , 107, 0.9512282354250445, 108
1100 , 52, 0.9464838464939228, 53
1200 , 96, 0.9417631208914232, 97
1300 , 79, 0.9370659405932589, 80
1400 , 81, 0.9323921881638054, 82
1500 , 49, 0.9277417467531668, 50
1600 , 155, 0.9231145000942527, 156
1700 , 86, 0.9185103324998704, 87
1800 , 42, 0.9139291288598353, 43
1900 , 43, 0.9093707746380905, 44
2000 , 52, 0.9048351558698455, 53
2100 , 150, 0.9003221591587243, 151
2200 , 81, 0.8958316716739327, 82
2300 , 88, 0.8913635811474366, 89
2400 , 44, 0.8869177758711543, 45
2500 , 81, 0.8824941446941652, 82
2600 , 59, 0.8780925770199298, 60
2700 , 60, 0.8737129628035243, 61
2800 , 53, 0.8693551925488907, 54
2900 , 52, 0.8650191573060978, 53
3000 , 44, 0.8607047486686187, 45
3100 , 85, 0.8564118587706196, 86
3200 , 148, 0.8521403802842631, 149
3300 , 161, 0.8478902064170248, 162
3400 , 95, 0.843661230909024, 96
3500 , 51, 0.8394533480303654, 52
3600 , 42, 0.8352664525784984, 43
3700 , 189, 0.8311004398755846, 190
3800 , 140, 0.826955205765881, 141
3900 , 92, 0.822830646613139, 93
4000 , 80, 0.8187266592980071, 81
4100 , 88, 0.8146431412154591, 89
4200 , 81, 0.810579990272226, 82
4300 , 96, 0.8065371048842433, 97
4400 , 86, 0.8025143839741113, 87
4500 , 90, 0.7985117269685691, 91
4600 , 76, 0.7945290337959804, 77
4700 , 126, 0.7905662048838291, 127
4800 , 52, 0.786623141156233, 53
4900 , 43, 0.7826997440314639, 44
5000 , 50, 0.7787959154194843, 51
5100 , 52, 0.7749115577194965, 53
5200 , 132, 0.7710465738174995, 133
5300 , 54, 0.767200867083863, 55
5400 , 40, 0.763374341370911, 41
5500 , 55, 0.7595669010105176, 56
5600 , 81, 0.7557784508117166, 82
5700 , 46, 0.7520088960583194, 47
5800 , 90, 0.7482581425065495, 91
5900 , 147, 0.7445260963826833, 148
6000 , 233, 0.7408126643807084, 234
6100 , 48, 0.7371177536599894, 49
6200 , 48, 0.7334412718429463, 49
6300 , 48, 0.7297831270127476, 49
6400 , 51, 0.726143227711008, 52
6500 , 177, 0.7225214829355054, 178
6600 , 227, 0.7189178021379041, 228
